30: Number of 30-Weighted-Directed-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      (64, 35, 75.620)
      (64, 41, 17.970)
      (64, 47, 28.054)
      (64, 67, 23.113)
      (65, 34, 32.870)
      (65, 44, 58.840)
      (65, 49, 49.432)
      (65, 56, 32.589)
      (66, 22, 26.613)
      (66, 29, 49.703)
      (66, 35, 63.909)
      (66, 42, 75.234)
      (66, 46,  4.107)
      (66, 50, 85.246)
      (66, 63, 71.618)
      (66, 64, 29.478)
      (66, 73, 76.400)
      (67,  4, 62.086)
      (67,  8, 33.240)
      (67, 13, 54.635)
      (67, 15, 34.447)
      (67, 17, 15.396)
      (67, 20, 93.745)
      (67, 22, 83.986)
      (67, 24, 62.235)
      (67, 25, 33.505)
      (67, 29,  5.857)
      (67, 31, 64.850)
      (67, 36, 31.715)
      (67, 40, 11.823)
      (67, 56, 50.670)
      (68,  0, 74.444)
      (68, 19,  1.645)
      (68, 20, 95.239)
      (68, 30, 20.329)
      (68, 42, 41.157)
      (68, 45, 90.404)
      (68, 50, 28.955)
      (68, 56, 98.891)
      (68, 60, 14.567)
      (68, 72, 60.646)
      (69, 17, 98.574)
      (69, 20, 50.087)
      (69, 24, 55.833)
      (69, 49, 27.401)
      (69, 50, 36.645)
      (69, 55, 16.114)
      (69, 70, 43.535)
      (69, 72, 51.006)
      (70,  0, 18.011)
      (70,  9, 16.960)
      (70, 11, 84.527)
      (70, 16,  4.632)
      (70, 25, 74.041)
      (70, 27,  5.524)
      (70, 34, 28.002)
      (70, 48, 45.041)
      (70, 54, 43.898)
      (71,  8, 11.931)
      (71,  9,  9.193)
      (71, 10, 71.151)
      (71, 15, 62.970)
      (71, 29,  1.846)
      (71, 45, 46.842)
      (71, 47, 31.805)
      (71, 62, 89.176)
      (72,  2, 12.933)
      (72, 12, 96.827)
      (72, 15,  3.739)
      (72, 22, 81.969)
      (72, 32, 68.266)
      (72, 35, 54.033)
      (72, 39, 97.328)
      (72, 57, 88.397)
      (73,  2,  7.666)
      (73, 14, 29.388)
      (73, 17, 17.710)
      (73, 25,  6.521)
      (73, 33, 91.117)
      (73, 36, 68.349)
      (73, 44,  6.638)
      (73, 46, 82.496)
      (73, 54, 80.818)
      (73, 71, 14.905)
      (73, 72, 61.975)
      (74,  7, 22.941)
      (74, 24, 38.081)
      (74, 35, 94.175)
      (74, 39, 47.964)
      (74, 59, 15.260)
      (74, 61, 46.867) } |E|=526 
---------------- 

